
Found '9' columns in '/group/ctbrowngrp/2025-ccbaumler-team-tartrate/updated/final_results.csv' file
=== 20201 Unique values (of 594573 values) for column 1: contig ===
    136 GCA_963693395.1_lcl|OY856303.1_cds_CAK5456711.1_425
     18 GCF_900478615.1_lcl|NZ_UINO01000023.1_cds_WP_000569430.1_1829
     18 GCF_900478615.1_lcl|NZ_UINO01000016.1_cds_WP_000246815.1_1237
     18 GCF_900478585.1_lcl|NZ_UCUJ01000002.1_cds_WP_000494183.1_3079
     18 GCF_900478465.1_lcl|NZ_UCTY01000005.1_cds_WP_001138117.1_1498
     18 GCF_900474625.1_lcl|NZ_LS483303.1_cds_WP_000358960.1_407
     18 GCF_900465555.1_lcl|NZ_UBJI01000036.1_cds_WP_001138117.1_4801
     18 GCF_900465555.1_lcl|NZ_UBJI01000036.1_cds_WP_000729185.1_4794
     18 GCF_900450585.1_lcl|NZ_UGGE01000001.1_cds_WP_001029684.1_606
     18 GCF_900450115.1_lcl|NZ_UGFT01000003.1_cds_WP_000059466.1_665
     18 GCF_900449975.1_lcl|NZ_UGEO01000001.1_cds_WP_000644741.1_740
     18 GCF_900449975.1_lcl|NZ_UGEO01000001.1_cds_WP_000447529.1_737
     18 GCF_900449975.1_lcl|NZ_UGEO01000001.1_cds_WP_000246815.1_724
     18 GCF_900449785.1_lcl|NZ_UGEF01000002.1_cds_WP_000494183.1_1485
     18 GCF_900449765.1_lcl|NZ_UGDU01000003.1_cds_WP_001138043.1_395
     18 GCF_900449765.1_lcl|NZ_UGDU01000003.1_cds_WP_000130100.1_442
     18 GCF_900449765.1_lcl|NZ_UGDU01000003.1_cds_WP_000059466.1_573
     18 GCF_900449645.1_lcl|NZ_UGDJ01000004.1_cds_WP_000569430.1_4193
     18 GCF_900449645.1_lcl|NZ_UGDJ01000004.1_cds_WP_000246815.1_2844
     18 GCF_900449645.1_lcl|NZ_UGDJ01000004.1_cds_WP_000059466.1_2681
     18 GCF_900449595.1_lcl|NZ_UGDG01000002.1_cds_WP_001181004.1_2802
     18 GCF_900449595.1_lcl|NZ_UGDG01000002.1_cds_WP_000644741.1_2793
     18 GCF_900449235.1_lcl|NZ_UGBM01000005.1_cds_WP_001238914.1_413
     18 GCF_900448965.1_lcl|NZ_UGCA01000004.1_cds_WP_001238914.1_1345
     18 GCF_900448805.1_lcl|NZ_UGBB01000002.1_cds_WP_000059466.1_1770
     18 GCF_900448765.1_lcl|NZ_UGBE01000003.1_cds_WP_001138117.1_988
     18 GCF_900448735.1_lcl|NZ_UGAT01000002.1_cds_WP_000494183.1_1447
     18 GCF_900448715.1_lcl|NZ_UGAS01000002.1_cds_WP_000644741.1_1918
     18 GCF_900448675.1_lcl|NZ_UGAU01000003.1_cds_WP_001181004.1_448
     18 GCF_900448675.1_lcl|NZ_UGAU01000003.1_cds_WP_000090775.1_471
     18 GCF_900448535.1_lcl|NZ_UGAV01000006.1_cds_WP_000729185.1_442
     18 GCF_900448535.1_lcl|NZ_UGAV01000006.1_cds_WP_000569430.1_3717
     18 GCF_900448065.1_lcl|NZ_UFYE01000002.1_cds_WP_000059466.1_540
     18 GCF_900447975.1_lcl|NZ_UFYL01000003.1_cds_WP_001238914.1_2917
     18 GCF_900236035.1_lcl|NZ_OEDI01000014.1_cds_WP_000059466.1_3396
     18 GCF_900196715.1_lcl|NZ_FZKD01000008.1_cds_WP_000847559.1_3311
     18 GCF_900196585.1_lcl|NZ_FZJG01000052.1_cds_WP_000644741.1_4439
     18 GCF_900196175.1_lcl|NZ_FZIC01000009.1_cds_WP_000059466.1_1455
     18 GCF_900196115.1_lcl|NZ_FZHR01000047.1_cds_WP_000644741.1_179
     18 GCF_900196055.1_lcl|NZ_FZHS01000038.1_cds_WP_000644741.1_5454
     18 GCF_900196055.1_lcl|NZ_FZHS01000001.1_cds_WP_000494183.1_3606
     18 GCF_900195995.1_lcl|NZ_FZIA01000008.1_cds_WP_000059466.1_1086
     18 GCF_900195795.1_lcl|NZ_FZGP01000015.1_cds_WP_000494183.1_1770
     18 GCF_900195785.1_lcl|NZ_FZGT01000038.1_cds_WP_000130100.1_3980
     18 GCF_900195685.1_lcl|NZ_FZGI01000010.1_cds_WP_000059466.1_3418
     18 GCF_900195575.1_lcl|NZ_FZGF01000008.1_cds_WP_000059466.1_2228
     18 GCF_900195565.1_lcl|NZ_FZEY01000058.1_cds_WP_001138117.1_4769
     18 GCF_900195565.1_lcl|NZ_FZEY01000058.1_cds_WP_000130100.1_4764
     18 GCF_900195565.1_lcl|NZ_FZEY01000004.1_cds_WP_000494183.1_2134
     18 GCF_900195505.1_lcl|NZ_FZFV01000062.1_cds_WP_000644741.1_2450
     18 GCF_900195505.1_lcl|NZ_FZFV01000011.1_cds_WP_000059466.1_2976
     18 GCF_900195435.1_lcl|NZ_FZGH01000067.1_cds_WP_000130100.1_391
     18 GCF_900195385.1_lcl|NZ_FZFH01000061.1_cds_WP_001238914.1_4284
     18 GCF_900195375.1_lcl|NZ_FZFJ01000063.1_cds_WP_000644741.1_498
     18 GCF_900195335.1_lcl|NZ_FZFR01000045.1_cds_WP_000941212.1_5124
     18 GCF_900166955.1_lcl|NZ_LT795502.1_cds_WP_000644741.1_429
     18 GCF_900166845.1_lcl|NZ_FUVS01000059.1_cds_WP_000090775.1_3891
     18 GCF_900166845.1_lcl|NZ_FUVS01000018.1_cds_WP_000494183.1_3848
     18 GCF_900166845.1_lcl|NZ_FUVS01000013.1_cds_WP_000847559.1_3297
     18 GCF_900160345.1_lcl|NZ_FUDB01000006.1_cds_WP_000246815.1_2319
     18 GCF_900160205.1_lcl|NZ_FUCM01000045.1_cds_WP_000941212.1_3633
     18 GCF_900159325.1_lcl|NZ_FTZC01000054.1_cds_WP_000613955.1_3660
     18 GCF_900158245.1_lcl|NZ_FTUX01000001.1_cds_WP_000246815.1_1883
     18 GCF_900094025.1_lcl|NZ_FLYY01000004.1_cds_WP_000722957.1_3527
     18 GCF_900093995.1_lcl|NZ_FLZJ01000011.1_cds_WP_000494183.1_472
     18 GCF_900093825.1_lcl|NZ_FLYZ01000009.1_cds_WP_000722957.1_4271
     18 GCF_900042785.1_lcl|NZ_FCPB01000030.1_cds_WP_001181004.1_4548
     18 GCF_900016065.1_lcl|NZ_FBUO01000006.1_cds_WP_000059466.1_3213
     18 GCF_900015895.1_lcl|NZ_FAWD01000254.1_cds_WP_001181004.1_4205
     18 GCF_900005335.1_lcl|NZ_CXOX01000109.1_cds_WP_000644741.1_1444
     18 GCF_041806975.1_lcl|NZ_JBGUBN010000038.1_cds_WP_001181004.1_4229
     18 GCF_041727935.1_lcl|NZ_JBGRSX010000022.1_cds_WP_001181004.1_4554
     18 GCF_041727595.1_lcl|NZ_JBGRSH010000022.1_cds_WP_000644741.1_4366
     18 GCF_041723585.1_lcl|NZ_JBGKBJ010000056.1_cds_WP_000644741.1_3840
     18 GCF_041698335.1_lcl|NZ_JBGRBL010000063.1_cds_WP_000729185.1_4050
     18 GCF_041679525.1_lcl|NZ_JBEGCX010000008.1_cds_WP_000130100.1_3465
     18 GCF_041679445.1_lcl|NZ_JBEGCV010000035.1_cds_WP_001181004.1_3891
     18 GCF_041679445.1_lcl|NZ_JBEGCV010000035.1_cds_WP_001029684.1_3867
     18 GCF_041679445.1_lcl|NZ_JBEGCV010000035.1_cds_WP_000130100.1_3881
     18 GCF_041679425.1_lcl|NZ_JBEGCT010000006.1_cds_WP_000644741.1_1111
     18 GCF_041416035.1_lcl|NZ_JBFLAE010000028.1_cds_WP_000829818.1_2483
     18 GCF_041386465.1_lcl|NZ_JACEVG010000042.1_cds_WP_000644741.1_4478
     18 GCF_041386465.1_lcl|NZ_JACEVG010000013.1_cds_WP_000847559.1_2706
     18 GCF_041383235.1_lcl|NZ_JBGFIQ010000009.1_cds_WP_000059466.1_4635
     18 GCF_041383235.1_lcl|NZ_JBGFIQ010000001.1_cds_WP_000494183.1_366
     18 GCF_041382535.1_lcl|NZ_JBGFHM010000035.1_cds_WP_000644741.1_3309
     18 GCF_041382515.1_lcl|NZ_JBGFHJ010000007.1_cds_WP_000059466.1_2823
     18 GCF_041320225.1_lcl|NZ_CP101005.1_cds_WP_000130100.1_416
     18 GCF_041316845.1_lcl|NZ_CP100895.1_cds_WP_000090775.1_441
     18 GCF_041227545.1_lcl|NZ_JBGFDO010000004.1_cds_WP_000644741.1_4553
     18 GCF_041227305.1_lcl|NZ_JBGFDR010000002.1_cds_WP_001181004.1_3684
     18 GCF_041224675.1_lcl|NZ_JBGFDS010000001.1_cds_WP_001029684.1_1726
     18 GCF_041084245.1_lcl|NZ_JBCEXR010000061.1_cds_WP_000358960.1_3378
     18 GCF_041079325.1_lcl|NZ_JBFYGC010000004.1_cds_WP_000494183.1_808
     18 GCF_041021585.1_lcl|NZ_JBFDAK010000019.1_cds_WP_000494183.1_1035
     18 GCF_041020265.1_lcl|NZ_JBEJGZ010000264.1_cds_WP_001138117.1_3902
     18 GCF_041008355.1_lcl|NZ_JBBMYD010000002.1_cds_WP_000569430.1_1482
     18 GCF_040947975.1_lcl|NZ_JBFRXH010000002.1_cds_WP_000644741.1_413
     18 GCF_040940085.1_lcl|NZ_JBFQDZ010000026.1_cds_WP_000644741.1_2419
     18 GCF_040940085.1_lcl|NZ_JBFQDZ010000001.1_cds_WP_000059466.1_103
     18 GCF_040933785.1_lcl|NZ_JBFRAR010000040.1_cds_WP_000062611.1_3398
     18 GCF_040933675.1_lcl|NZ_JBFRAL010000006.1_cds_WP_000569430.1_4038
     18 GCF_040933555.1_lcl|NZ_JBFRAJ010000020.1_cds_WP_001181004.1_4298
     18 GCF_040933065.1_lcl|NZ_JBFQZM010000009.1_cds_WP_000494183.1_2091
     18 GCF_040933045.1_lcl|NZ_JBFQZL010000042.1_cds_WP_000494183.1_3213
     18 GCF_040932705.1_lcl|NZ_JBFQYU010000001.1_cds_WP_000494183.1_151
     18 GCF_040932685.1_lcl|NZ_JBFQYT010000035.1_cds_WP_001181004.1_4523
     18 GCF_040813435.1_lcl|NZ_JBFOBX010000002.1_cds_WP_001138117.1_2065
     18 GCF_036881065.1_lcl|NZ_JBAJZZ010000001.1_cds_WP_000722957.1_205
     18 GCF_036631635.1_lcl|NZ_JAPUCI010000285.1_cds_WP_000722957.1_3812
     18 GCF_036494325.1_lcl|NZ_AP027479.1_cds_WP_000722957.1_659
     18 GCF_031702245.1_lcl|NZ_JASNHD010000004.1_cds_WP_000018596.1_846
     18 GCF_016863735.1_lcl|NZ_JAFDUI010000057.1_cds_WP_000162405.1_3971
     17 GCF_964260185.1_lcl|NZ_CAXVLU010000009.1_cds_WP_000644741.1_3654
     17 GCF_964260185.1_lcl|NZ_CAXVLU010000009.1_cds_WP_000130100.1_3653
     17 GCF_964259915.1_lcl|NZ_CAXVLM010000002.1_cds_WP_000062611.1_1102
     17 GCF_964050085.1_lcl|NZ_CAXKDD010000001.1_cds_WP_000644741.1_406
     17 GCF_964048405.1_lcl|NZ_CAXJZX010000012.1_cds_WP_000130100.1_3100
     17 GCF_964046665.1_lcl|NZ_OZ039818.1_cds_WP_000130100.1_469
     17 GCF_964046655.1_lcl|NZ_OZ039827.1_cds_WP_000847559.1_499
     17 GCF_964044895.1_lcl|NZ_CAXJSF010000001.1_cds_WP_000644741.1_406
     17 GCF_964043075.1_lcl|NZ_CAXJNT010000001.1_cds_WP_000644741.1_406
     17 GCF_964042305.1_lcl|NZ_CAXJLF010000001.1_cds_WP_000059466.1_602
     17 GCF_964040665.1_lcl|NZ_OZ039045.1_cds_WP_000644741.1_427
     17 GCF_964040665.1_lcl|NZ_OZ039045.1_cds_WP_000090775.1_441
     17 GCF_964039955.1_lcl|NZ_CAXJFO010000002.1_cds_WP_000059466.1_4694
     17 GCF_964038785.1_lcl|NZ_CAXJDH010000001.1_cds_WP_000644741.1_406
     17 GCF_964021255.1_lcl|NZ_CAXHYQ010000001.1_cds_WP_000130100.1_405
     17 GCF_964020045.1_lcl|NZ_CAXHUF010000001.1_cds_WP_000644741.1_2564
     17 GCF_963680915.1_lcl|NZ_CAVMGJ010000021.1_cds_WP_000059466.1_2673
     17 GCF_963679435.1_lcl|NZ_CAVMEZ010000029.1_cds_WP_000494183.1_1918
     17 GCF_963679195.1_lcl|NZ_CAVMCY010000028.1_cds_WP_000644741.1_4006
     17 GCF_963679165.1_lcl|NZ_CAVMCR010000007.1_cds_WP_000494183.1_2038
     17 GCF_963679115.1_lcl|NZ_CAVMCU010000026.1_cds_WP_000644741.1_4141
     17 GCF_963679115.1_lcl|NZ_CAVMCU010000013.1_cds_WP_000059466.1_2911
     17 GCF_963679045.1_lcl|NZ_CAVMCL010000031.1_cds_WP_000644741.1_4028
     17 GCF_963679025.1_lcl|NZ_CAVMCH010000033.1_cds_WP_000644741.1_4030
     17 GCF_963679025.1_lcl|NZ_CAVMCH010000005.1_cds_WP_000494183.1_1194
     17 GCF_963575765.1_lcl|NZ_OY754834.1_cds_WP_000494183.1_1536
     17 GCF_963575575.1_lcl|NZ_OY754443.1_cds_WP_000644741.1_405
     17 GCF_963575485.1_lcl|NZ_OY754421.1_cds_WP_000130100.1_422
     17 GCF_963575475.1_lcl|NZ_OY754416.1_cds_WP_000722957.1_671
     17 GCF_963575475.1_lcl|NZ_OY754416.1_cds_WP_000644741.1_385
     17 GCF_963575475.1_lcl|NZ_OY754416.1_cds_WP_000130100.1_386
     17 GCF_963575435.1_lcl|NZ_OY754398.1_cds_WP_000644741.1_413
     17 GCF_963575385.1_lcl|NZ_OY754364.1_cds_WP_000059466.1_588
     17 GCF_963573195.1_lcl|NZ_CAUYHI010000009.1_cds_WP_000059466.1_2705
     17 GCF_963572475.1_lcl|NZ_CAUYEY010000038.1_cds_WP_001181004.1_4640
     17 GCF_963280895.1_lcl|NZ_CAUJMK010000001.1_cds_WP_000569430.1_882
     17 GCF_950290995.1_lcl|NZ_CATNTU010000004.1_cds_WP_000494183.1_240
     17 GCF_949786285.1_lcl|NZ_OX460316.1_cds_WP_001138117.1_426
     17 GCF_949281545.1_lcl|NZ_CASDMX010000001.1_cds_WP_000644741.1_415
     17 GCF_949281525.1_lcl|NZ_CASDML010000002.1_cds_WP_000644741.1_499
     17 GCF_949281525.1_lcl|NZ_CASDML010000002.1_cds_WP_000059466.1_369
     17 GCF_949281515.1_lcl|NZ_CASDMJ010000076.1_cds_WP_000644741.1_3620
     17 GCF_948144955.1_lcl|NZ_CANUGM010000046.1_cds_WP_000130100.1_4334
     17 GCF_948144775.1_lcl|NZ_CANUGW010000001.1_cds_WP_000059466.1_98
     17 GCF_948144605.1_lcl|NZ_CANUGV010000008.1_cds_WP_000246815.1_1585
     17 GCF_948144605.1_lcl|NZ_CANUGV010000008.1_cds_WP_000130100.1_1616
     17 GCF_948144075.1_lcl|NZ_CANUFU010000040.1_cds_WP_000644741.1_3712
     17 GCF_948144045.1_lcl|NZ_CANUFQ010000039.1_cds_WP_000644741.1_2952
     17 GCF_947859305.1_lcl|NZ_CANUDY010000002.1_cds_WP_000494183.1_371
     17 GCF_947859095.1_lcl|NZ_CANUDM010000036.1_cds_WP_001181004.1_3989
     17 GCF_946960595.1_lcl|NZ_CAMPSU010000006.1_cds_WP_000059466.1_824
     17 GCF_946960565.1_lcl|NZ_CAMPSN010000013.1_cds_WP_000494183.1_1637
     17 GCF_946960525.1_lcl|NZ_CAMPSZ010000064.1_cds_WP_000722957.1_4065
     17 GCF_946909785.1_lcl|NZ_CAMPRS010000131.1_cds_WP_000130100.1_294
     17 GCF_946909575.1_lcl|NZ_CAMPQW010000101.1_cds_WP_000644741.1_676
     17 GCF_946909575.1_lcl|NZ_CAMPQW010000101.1_cds_WP_000447529.1_673
     17 GCF_946909555.1_lcl|NZ_CAMPQS010000032.1_cds_WP_000644741.1_659
     17 GCF_946888745.1_lcl|NZ_CAMPLB010000007.1_cds_WP_000494183.1_1080
     17 GCF_943790545.1_lcl|NZ_CALSUT010000057.1_cds_WP_001029684.1_4493
     17 GCF_943733255.1_lcl|NZ_CALSDD010000007.1_cds_WP_000494183.1_2478
     17 GCF_934230715.1_lcl|NZ_CAKQFG010000002.1_cds_WP_000494183.1_602
     17 GCF_932909995.1_lcl|NZ_CAKOED010000043.1_cds_WP_000130100.1_3248
     17 GCF_921293725.1_lcl|NZ_CAKLDF010000060.1_cds_WP_001181004.1_4136
     17 GCF_921293725.1_lcl|NZ_CAKLDF010000060.1_cds_WP_000644741.1_4127
     17 GCF_921293725.1_lcl|NZ_CAKLDF010000060.1_cds_WP_000062611.1_4121
     17 GCF_921293725.1_lcl|NZ_CAKLDF010000010.1_cds_WP_000059466.1_1337
     17 GCF_916618735.1_lcl|NZ_CAKAKC010000001.1_cds_WP_000644741.1_409
     17 GCF_916160965.1_lcl|NZ_CAJZQK010000020.1_cds_WP_000644741.1_4439
     17 GCF_916160425.1_lcl|NZ_CAJZPK010000011.1_cds_WP_000494183.1_1944
     17 GCF_916159955.1_lcl|NZ_CAJZOM010000013.1_cds_WP_000059466.1_2143
     17 GCF_916159925.1_lcl|NZ_CAJZOJ010000040.1_cds_WP_001181004.1_4352
     17 GCF_916159805.1_lcl|NZ_CAJZNY010000033.1_cds_WP_000644741.1_4618
     17 GCF_916159805.1_lcl|NZ_CAJZNY010000033.1_cds_WP_000130100.1_4617
     17 GCF_910665115.1_lcl|NZ_OU349848.1_cds_WP_000644741.1_3606
     17 GCF_910664955.1_lcl|NZ_OU349849.1_cds_WP_000494183.1_1428
     17 GCF_910664845.1_lcl|NZ_OU349843.1_cds_WP_000644741.1_4358
     17 GCF_910664805.1_lcl|NZ_OU349837.1_cds_WP_000494183.1_1325
     17 GCF_910592805.1_lcl|NZ_CAJVAA010000031.1_cds_WP_000644741.1_4661
     17 GCF_910592775.1_lcl|NZ_CAJUZT010000001.1_cds_WP_000494183.1_446
     17 GCF_907275095.1_lcl|NZ_CAJSMP010000004.1_cds_WP_001181004.1_1186
     17 GCF_907177085.1_lcl|NZ_CAJSKQ010000040.1_cds_WP_000130100.1_3551
     17 GCF_907176085.1_lcl|NZ_CAJSJR010000038.1_cds_WP_001181004.1_1631
     17 GCF_907175995.1_lcl|NZ_CAJSJS010000006.1_cds_WP_001138117.1_131
     17 GCF_907175965.1_lcl|NZ_CAJSJV010000003.1_cds_WP_001181004.1_631
     17 GCF_907175925.1_lcl|NZ_CAJSJA010000020.1_cds_WP_000494183.1_2394
     17 GCF_907175905.1_lcl|NZ_CAJSJB010000012.1_cds_WP_000246815.1_2299
     17 GCF_907175885.1_lcl|NZ_CAJSJI010000001.1_cds_WP_000494183.1_23
     17 GCF_907175875.1_lcl|NZ_CAJSJE010000034.1_cds_WP_000644741.1_3731
     17 GCF_907175875.1_lcl|NZ_CAJSJE010000034.1_cds_WP_000090775.1_3745
     17 GCF_907175725.1_lcl|NZ_CAJSIO010000055.1_cds_WP_000246815.1_2011
     17 GCF_907175705.1_lcl|NZ_CAJSIR010000003.1_cds_WP_000644741.1_657
     17 GCF_907175675.1_lcl|NZ_CAJSIG010000108.1_cds_WP_001138043.1_3059
     17 GCF_907175615.1_lcl|NZ_CAJSIJ010000067.1_cds_WP_001138117.1_1101
     17 GCF_907175575.1_lcl|NZ_CAJSID010000066.1_cds_WP_000569430.1_2816
     17 GCF_907175555.1_lcl|NZ_CAJSII010000059.1_cds_WP_001138117.1_3842
     17 GCF_907175515.1_lcl|NZ_CAJSHP010000038.1_cds_WP_000729185.1_3493
     17 GCF_907175485.1_lcl|NZ_CAJSHX010000040.1_cds_WP_000644741.1_3928
     17 GCF_907175395.1_lcl|NZ_CAJSHA010000048.1_cds_WP_000644741.1_4454
     17 GCF_907175075.1_lcl|NZ_CAJSGG010000004.1_cds_WP_000644741.1_712
     17 GCF_905329835.2_lcl|NZ_OW967178.1_cds_WP_000644741.1_419
     17 GCF_905329835.2_lcl|NZ_OW967178.1_cds_WP_000246815.1_403
     17 GCF_905134055.1_lcl|NZ_CAJHTR010000010.1_cds_WP_000059466.1_835
     17 GCF_905133895.1_lcl|NZ_CAJHSU010000043.1_cds_WP_001181004.1_3362
     17 GCF_905133685.1_lcl|NZ_CAJHRY010000040.1_cds_WP_001029684.1_3573
     17 GCF_905133365.1_lcl|NZ_CAJHRJ010000053.1_cds_WP_000644741.1_4310
     17 GCF_905133365.1_lcl|NZ_CAJHRJ010000053.1_cds_WP_000447529.1_4307
     17 GCF_904865835.1_lcl|NZ_LR890508.1_cds_WP_000494183.1_4408
     17 GCF_904842675.1_lcl|NZ_CAJGWP010000001.1_cds_WP_000644741.1_1111
     17 GCF_904842485.1_lcl|NZ_CAJGVY010000032.1_cds_WP_000644741.1_4827
     17 GCF_904830965.1_lcl|NZ_LR882973.1_cds_WP_000644741.1_461
     17 GCF_904810485.1_lcl|NZ_CAJGHN010000009.1_cds_WP_000447529.1_2312
     17 GCF_904809825.1_lcl|NZ_CAJGFJ010000023.1_cds_WP_000644741.1_4411
     17 GCF_904809755.1_lcl|NZ_CAJGFA010000003.1_cds_WP_000059466.1_2950
     17 GCF_904809735.1_lcl|NZ_CAJGEV010000011.1_cds_WP_000447529.1_3809
     17 GCF_904809735.1_lcl|NZ_CAJGEV010000011.1_cds_WP_000358960.1_3820
     17 GCF_904809665.1_lcl|NZ_CAJGFC010000012.1_cds_WP_000059466.1_1613
     17 GCF_903936315.1_lcl|NZ_CAIZVD010000029.1_cds_WP_000644741.1_4445
     17 GCF_903932095.1_lcl|NZ_CAIZEZ010000032.1_cds_WP_000729185.1_4200
     17 GCF_903930835.1_lcl|NZ_CAIZAJ010000009.1_cds_WP_000162405.1_2945
     17 GCF_902859495.1_lcl|NZ_CADIJA010000030.1_cds_WP_000447529.1_4457
     17 GCF_902859175.1_lcl|NZ_CADIHS010000001.1_cds_WP_000059466.1_574
     17 GCF_902810335.1_lcl|NZ_LR778147.1_cds_WP_000130100.1_868
     17 GCF_902807075.1_lcl|NZ_CADCYM010000028.1_cds_WP_000644741.1_4360
     17 GCF_902807065.1_lcl|NZ_CADCYL010000001.1_cds_WP_000494183.1_66
     17 GCF_902505315.1_lcl|NZ_CABWJJ010000029.1_cds_WP_000644741.1_4312
     17 GCF_902505305.1_lcl|NZ_CABWJI010000030.1_cds_WP_000644741.1_4199
     17 GCF_902505305.1_lcl|NZ_CABWJI010000030.1_cds_WP_000130100.1_4200
     17 GCF_902503025.1_lcl|NZ_CABWAC010000071.1_cds_WP_000729185.1_3549
     17 GCF_902502815.1_lcl|NZ_CABVZH010000090.1_cds_WP_000090775.1_3212
     17 GCF_902502605.1_lcl|NZ_CABVYV010000004.1_cds_WP_001138043.1_323
     17 GCF_902502135.1_lcl|NZ_CABVWV010000045.1_cds_WP_000130100.1_4143
     17 GCF_902501575.1_lcl|NZ_CABVUN010000069.1_cds_WP_000644741.1_4438
     17 GCF_902501575.1_lcl|NZ_CABVUN010000056.1_cds_WP_000494183.1_4015
     17 GCF_902501525.1_lcl|NZ_CABVUP010000044.1_cds_WP_001029684.1_1802
     17 GCF_900706885.1_lcl|NZ_CAADJH010000002.1_cds_WP_001238914.1_437
     17 GCF_900706885.1_lcl|NZ_CAADJH010000002.1_cds_WP_000494183.1_1664
     17 GCF_900683375.1_lcl|NZ_CAACXL010000227.1_cds_WP_000644741.1_3421
     17 GCF_900636045.1_lcl|NZ_LR134216.1_cds_WP_001138117.1_398
     17 GCF_900635325.1_lcl|NZ_LR134092.1_cds_WP_000090775.1_470
     17 GCF_900635325.1_lcl|NZ_LR134092.1_cds_WP_000059466.1_587
     17 GCF_900622665.1_lcl|NZ_LR130552.1_cds_WP_001138117.1_416
     17 GCF_900622665.1_lcl|NZ_LR130552.1_cds_WP_000246815.1_390
     17 GCF_900536595.1_lcl|NZ_UNQG01000033.1_cds_WP_001138117.1_3927
     17 GCF_900500555.1_lcl|NZ_UIMP01000036.1_cds_WP_000729185.1_2272
     17 GCF_900500125.1_lcl|NZ_UILD01000036.1_cds_WP_000644741.1_3013
     17 GCF_900499965.1_lcl|NZ_UIKF01000028.1_cds_WP_000644741.1_4296
     17 GCF_900499835.1_lcl|NZ_UIMZ01000047.1_cds_WP_000090775.1_502
     17 GCF_900499825.1_lcl|NZ_UIKE01000045.1_cds_WP_000644741.1_4495
     17 GCF_900499595.1_lcl|NZ_UIJD01000057.1_cds_WP_000644741.1_234
     17 GCF_900499295.1_lcl|NZ_UIIN01000066.1_cds_WP_000644741.1_484
     17 GCF_900499285.1_lcl|NZ_UIHT01000036.1_cds_WP_000644741.1_4948
     17 GCF_900499285.1_lcl|NZ_UIHT01000012.1_cds_WP_000494183.1_4326
     17 GCF_900499175.1_lcl|NZ_UIHR01000005.1_cds_WP_000059466.1_1873
     17 GCF_900499135.1_lcl|NZ_UIHM01000054.1_cds_WP_000090775.1_50
     17 GCF_900499125.1_lcl|NZ_UIHE01000007.1_cds_WP_000494183.1_940
     17 GCF_900499115.1_lcl|NZ_UIHN01000053.1_cds_WP_000644741.1_427
     17 GCF_900499115.1_lcl|NZ_UIHN01000001.1_cds_WP_000059466.1_1444
     17 GCF_900490595.1_lcl|NZ_UEMU01000039.1_cds_WP_001238914.1_562
     17 GCF_900489745.1_lcl|NZ_UEGD01000047.1_cds_WP_000090775.1_3792
     17 GCF_900488595.1_lcl|NZ_UECF01000056.1_cds_WP_001181004.1_2275
     17 GCF_900487555.1_lcl|NZ_UDZD01000017.1_cds_WP_001181004.1_1637
     17 GCF_900486305.1_lcl|NZ_UIPM01000001.1_cds_WP_000090775.1_2447
     17 GCF_900482585.1_lcl|NZ_UDIT01000004.1_cds_WP_000494183.1_1176
     17 GCF_900482425.1_lcl|NZ_UINV01000046.1_cds_WP_000090775.1_5294
     17 GCF_900481915.1_lcl|NZ_UDGA01000001.1_cds_WP_000494183.1_1101
     17 GCF_900481835.1_lcl|NZ_UDFU01000005.1_cds_WP_000644741.1_2411
     17 GCF_900481835.1_lcl|NZ_UDFU01000005.1_cds_WP_000062611.1_2405
     17 GCF_900480485.1_lcl|NZ_UDAV01000011.1_cds_WP_000829818.1_4178
     17 GCF_900480365.1_lcl|NZ_UDBO01000004.1_cds_WP_000494183.1_3461
     17 GCF_900480055.1_lcl|NZ_UINP01000006.1_cds_WP_000494183.1_3654
     17 GCF_900480005.1_lcl|NZ_UCZI01000036.1_cds_WP_000729185.1_4750
     17 GCF_900480005.1_lcl|NZ_UCZI01000036.1_cds_WP_000130100.1_4752
     17 GCF_900479965.1_lcl|NZ_UCZF01000010.1_cds_WP_000246815.1_4965
     17 GCF_900479935.1_lcl|NZ_UCZD01000005.1_cds_WP_000130100.1_1152
     17 GCF_900479715.1_lcl|NZ_UCYD01000002.1_cds_WP_000494183.1_1022
     17 GCF_900479665.1_lcl|NZ_UCYB01000004.1_cds_WP_001181004.1_2541
     17 GCF_900479645.1_lcl|NZ_UCXV01000001.1_cds_WP_000494183.1_1760
     17 GCF_900479625.1_lcl|NZ_UCXW01000001.1_cds_WP_000494183.1_1033
     17 GCF_900479495.1_lcl|NZ_UCXJ01000030.1_cds_WP_000644741.1_3654
     17 GCF_900479285.1_lcl|NZ_UCWT01000001.1_cds_WP_000644741.1_3050
     17 GCF_900479165.1_lcl|NZ_UCWE01000011.1_cds_WP_001181004.1_4139
     17 GCF_900479165.1_lcl|NZ_UCWE01000011.1_cds_WP_000130100.1_4129
     17 GCF_900479005.1_lcl|NZ_UCVT01000001.1_cds_WP_000494183.1_4258
     17 GCF_900478965.1_lcl|NZ_UCVR01000006.1_cds_WP_000644741.1_3223
     17 GCF_900478825.1_lcl|NZ_UCVA01000040.1_cds_WP_000090775.1_5022
     17 GCF_900478785.1_lcl|NZ_UCUW01000003.1_cds_WP_000494183.1_1520
     17 GCF_900478645.1_lcl|NZ_UCUL01000004.1_cds_WP_000644741.1_2120
